Link ID,Start Node ,Start Node Eastings,Start Node Northings,End Node,End Node Eastings,End Node Northings,Region,Road Type
991081-992238,991081,114.0850678,22.3697126,992238,114.0852531,22.3696586,TM,MAJOR ROUTE
991082-992241,991082,114.0938936,22.37029178,992241,114.0940424,22.37017572,TM,MAJOR ROUTE
991084-992246,991084,113.9782163,22.39372292,992246,113.9782995,22.3935597,TM,URBAN ROAD
991085-992248,991085,113.9810574,22.38552683,992248,113.9810318,22.3853478,TM,URBAN ROAD
991086-992252,991086,113.9825075,22.37807579,992252,113.9827004,22.37805429,TM,URBAN ROAD
991087-992254,991087,113.9927762,22.37312216,992254,113.992885,22.37297256,TM,URBAN ROAD
991088-992258,991088,114.0003838,22.36772056,992258,114.0005483,22.36762474,TM,URBAN ROAD
991089-992261,991089,114.009943,22.36639563,992261,114.0101361,22.36637637,TM,URBAN ROAD
991090-992264,991090,114.0200768,22.35688913,992264,114.0202571,22.35682198,TM,URBAN ROAD
991091-992267,991091,114.0323092,22.35637032,992267,114.0324905,22.35643513,TM,URBAN ROAD
991092-992270,991092,114.0421317,22.36066654,992270,114.0423087,22.36074067,TM,URBAN ROAD
991093-992273,991093,114.0574785,22.3657758,992273,114.0576469,22.36586573,TM,URBAN ROAD
991094-992276,991094,114.0603218,22.36774886,992276,114.0605141,22.36777381,TM,URBAN ROAD
991095-992279,991095,114.0695897,22.36460609,992279,114.0697381,22.36472253,TM,URBAN ROAD
991096-992282,991096,114.0800936,22.37058133,992282,114.0802874,22.37058703,TM,URBAN ROAD
991097-992285,991097,114.0901128,22.36754504,992285,114.0903068,22.36753738,TM,URBAN ROAD
992001-992002,992001,114.2071339,22.42687512,992002,114.2106749,22.42456725,ST,MAJOR ROUTE
992002-992003,992002,114.2106749,22.42456725,992003,114.2108327,22.42446197,ST,MAJOR ROUTE
992003-991002,992003,114.2108327,22.42446197,991002,114.2109834,22.42434795,ST,MAJOR ROUTE
992004-992005,992004,114.2111347,22.42423472,992005,114.2136374,22.41739442,ST,MAJOR ROUTE
992005-992006,992005,114.2136017,22.41721688,992006,114.2136374,22.41739442,ST,MAJOR ROUTE
992006-991003,992006,114.2135652,22.4170395,991003,114.2136017,22.41721688,ST,MAJOR ROUTE
992007-993001,992007,114.21353,22.41686187,993001,114.212748,22.41303175,ST,MAJOR ROUTE
992008-992009,992008,114.2098235,22.40625038,992009,114.209659,22.40615434,ST,MAJOR ROUTE
992009-991004,992009,114.209659,22.40615434,991004,114.2094935,22.40605991,ST,MAJOR ROUTE
992010-992011,992010,114.2093231,22.40597311,992011,114.2076625,22.40500888,ST,MAJOR ROUTE
992011-992012,992011,114.2076625,22.40500888,992012,114.2075052,22.40490293,ST,MAJOR ROUTE
992012-991005,992012,114.2075052,22.40490293,991005,114.2073479,22.40479698,ST,MAJOR ROUTE
992013-992040,992013,114.2071933,22.40468769,992040,114.2047283,22.40244695,ST,MAJOR ROUTE
992014-992015,992014,114.2135263,22.40973341,992015,114.2136644,22.4096065,ST,MAJOR ROUTE
992015-991006,992015,114.2136644,22.4096065,991006,114.2138057,22.40948258,ST,MAJOR ROUTE
992016-992017,992016,114.2139493,22.40936094,992017,114.217606,22.40635033,ST,MAJOR ROUTE
992017-992018,992017,114.217606,22.40635033,992018,114.217747,22.40622618,ST,MAJOR ROUTE
992018-991007,992018,114.217747,22.40622618,991007,114.2178802,22.40609472,ST,MAJOR ROUTE
992019-992020,992019,114.2180014,22.40595395,992020,114.2129147,22.39994407,ST,MAJOR ROUTE
992020-992021,992020,114.2129147,22.39994407,992021,114.2127863,22.39980849,ST,MAJOR ROUTE
992021-991008,992021,114.2127863,22.39980849,991008,114.212658,22.39967291,ST,MAJOR ROUTE
992022-992023,992022,114.2125349,22.39953318,992023,114.2095803,22.39286027,ST,MAJOR ROUTE
992023-992024,992023,114.2095803,22.39286027,992024,114.2095879,22.39267981,ST,MAJOR ROUTE
992024-991009,992024,114.2095879,22.39267981,991009,114.2095999,22.39249963,ST,MAJOR ROUTE
992025-992026,992025,114.2096192,22.39231992,992026,114.2104304,22.39008545,ST,MAJOR ROUTE
992026-992027,992026,114.2104304,22.39008545,992027,114.2105112,22.38992124,ST,MAJOR ROUTE
992027-991010,992027,114.2105112,22.38992124,991010,114.2105939,22.38975782,ST,MAJOR ROUTE
992028-992029,992028,114.2106731,22.38959291,992029,114.2111556,22.38839336,ST,MAJOR ROUTE
992029-992030,992029,114.2111556,22.38839336,992030,114.2111915,22.38821597,ST,MAJOR ROUTE
992030-991011,992030,114.2111915,22.38821597,991011,114.2112212,22.38803748,ST,MAJOR ROUTE
992031-993002,992031,114.2112387,22.38785761,993002,114.2111611,22.38661594,ST,MAJOR ROUTE
992032-992033,992032,114.2102785,22.38028716,992033,114.2102919,22.38010701,ST,MAJOR ROUTE
992033-991012,992033,114.2102919,22.38010701,991012,114.210313,22.37992746,ST,MAJOR ROUTE
992034-992035,992034,114.2103401,22.37974861,992035,114.2109708,22.37835361,ST,MAJOR ROUTE
992035-992036,992035,114.2111057,22.37822364,992036,114.2109708,22.37835361,ST,MAJOR ROUTE
992036-991013,992036,114.2112392,22.37809249,991013,114.2111057,22.37822364,ST,MAJOR ROUTE
992037-993003,992037,114.2113792,22.3779673,993003,114.2132295,22.37612419,ST,MAJOR ROUTE
992038-992039,992038,114.2039517,22.34058701,992039,114.2038601,22.34042775,ST,MAJOR ROUTE
992039-991014,992039,114.2038601,22.34042775,991014,114.2037749,22.34026559,ST,MAJOR ROUTE
992040-992041,992040,114.2047283,22.40244695,992041,114.2046066,22.40230619,ST,MAJOR ROUTE
992041-991015,992041,114.2046066,22.40230619,991015,114.2044856,22.40216495,ST,MAJOR ROUTE
992042-992043,992042,114.2043675,22.40202156,992043,114.2016285,22.39784968,ST,MAJOR ROUTE
992043-992044,992043,114.2016285,22.39784968,992044,114.2015296,22.39769421,ST,MAJOR ROUTE
992044-991016,992044,114.2015296,22.39769421,991016,114.2014295,22.39753946,ST,MAJOR ROUTE
992045-992046,992045,114.2013271,22.39738596,992046,114.1998284,22.39505128,ST,MAJOR ROUTE
992046-992047,992046,114.1998284,22.39505128,992047,114.1997333,22.39489379,ST,MAJOR ROUTE
992047-991017,992047,114.1997333,22.39489379,991017,114.1996399,22.39473548,ST,MAJOR ROUTE
992048-993005,992048,114.1995534,22.39457379,993005,114.199274,22.39388654,ST,MAJOR ROUTE
992049-992050,992049,114.1933793,22.38889769,992050,114.1932391,22.38877279,ST,MAJOR ROUTE
992050-991018,992050,114.1932391,22.38877279,991018,114.1930988,22.38864789,ST,MAJOR ROUTE
992051-992052,992051,114.1929585,22.38852298,992052,114.1899791,22.38520699,ST,MAJOR ROUTE
992052-992053,992052,114.1899791,22.38520699,992053,114.1898678,22.38505904,ST,MAJOR ROUTE
992053-991019,992053,114.1898678,22.38505904,991019,114.1897564,22.38491109,ST,MAJOR ROUTE
992054-993006,992054,114.1896403,22.38476629,993006,114.1880497,22.382715,ST,MAJOR ROUTE
992055-992056,992055,114.186745,22.3810312,992056,114.186643,22.38087749,ST,MAJOR ROUTE
992056-991020,992056,114.186643,22.38087749,991020,114.1865434,22.38072251,ST,MAJOR ROUTE
992057-993007,992057,114.1864498,22.38056427,993007,114.1862924,22.38029243,ST,MAJOR ROUTE
992058-992059,992058,114.1987714,22.39190026,992059,114.1987404,22.39172198,ST,MAJOR ROUTE
992059-991021,992059,114.1987404,22.39172198,991021,114.1987202,22.39154243,ST,MAJOR ROUTE
992060-992061,992060,114.198715,22.39136191,992061,114.2015776,22.38399342,ST,MAJOR ROUTE
992061-992062,992061,114.2015776,22.38399342,992062,114.2015285,22.38381868,ST,MAJOR ROUTE
992062-991022,992062,114.2015285,22.38381868,991022,114.2014793,22.38364395,ST,MAJOR ROUTE
992063-992064,992063,114.2014321,22.38346875,992064,114.2008292,22.38126418,ST,MAJOR ROUTE
992064-992065,992064,114.2008292,22.38126418,992065,114.200772,22.38109156,ST,MAJOR ROUTE
992065-991023,992065,114.200772,22.38109156,991023,114.2007109,22.38092014,ST,MAJOR ROUTE
992066-993011,992066,114.2006503,22.38074853,993011,114.1970139,22.37487685,ST,MAJOR ROUTE
992067-992068,992067,114.1945937,22.3741256,992068,114.1944062,22.37407869,ST,MAJOR ROUTE
992068-991024,992068,114.1944062,22.37407869,991024,114.1942192,22.37402977,ST,MAJOR ROUTE
992069-992095,992069,114.1940316,22.37398337,992095,114.1888571,22.37050217,ST,MAJOR ROUTE
992070-992071,992070,114.1963732,22.37918757,992071,114.1962093,22.3792844,ST,URBAN ROAD
992071-991025,992071,114.1962093,22.3792844,991025,114.1960495,22.37938704,ST,URBAN ROAD
992072-993009,992072,114.1958937,22.37949479,993009,114.1919968,22.3826647,ST,URBAN ROAD
992073-992074,992073,114.1906894,22.38378151,992074,114.1905439,22.38390115,ST,MAJOR ROUTE
992074-991026,992074,114.1905439,22.38390115,991026,114.1903893,22.38401048,ST,MAJOR ROUTE
992075-993006,992075,114.1902442,22.38413054,993006,114.1880497,22.382715,ST,MAJOR ROUTE
992076-992077,992076,114.2077536,22.38055852,992077,114.2075947,22.38045462,ST,MAJOR ROUTE
992077-991027,992077,114.2075947,22.38045462,991027,114.2074356,22.3803511,ST,MAJOR ROUTE
992078-993010,992078,114.2072758,22.38024846,993010,114.203674,22.37800569,ST,MAJOR ROUTE
992079-992081,992079,114.2032443,22.37779201,992081,114.2030609,22.37773256,ST,URBAN ROAD
992080-992082,992080,114.2032194,22.37785431,992082,114.2030337,22.37780164,ST,MAJOR ROUTE
992081-991028,992081,114.2030609,22.37773256,991028,114.2028762,22.37767687,ST,URBAN ROAD
992082-991029,992082,114.2030337,22.37780164,991029,114.2028463,22.37775399,ST,MAJOR ROUTE
992083-992070,992083,114.2026891,22.37762845,992070,114.1963732,22.37918757,ST,URBAN ROAD
992084-993011,992084,114.2026583,22.37770916,993011,114.1970139,22.37487685,ST,MAJOR ROUTE
992085-991030,992085,114.1806423,22.3660608,991030,114.180648,22.36624111,ST,URBAN ROAD
992086-992087,992086,114.1806734,22.36642013,992087,114.1807036,22.36659854,ST,URBAN ROAD
992087-993012,992087,114.1807036,22.36659854,993012,114.1787824,22.37110476,ST,URBAN ROAD
992088-992089,992088,114.1765709,22.36992788,992089,114.1764169,22.36981815,ST,URBAN ROAD
992089-991031,992089,114.1764169,22.36981815,991031,114.1762792,22.36969078,ST,URBAN ROAD
992090-993013,992090,114.1761391,22.36956577,993013,114.1716674,22.36741214,ST,URBAN ROAD
992091-992092,992091,114.1872578,22.37628712,992092,114.1873691,22.37613911,ST,URBAN ROAD
992092-991032,992092,114.1874858,22.37599477,991032,114.1873691,22.37613911,ST,URBAN ROAD
992093-992094,992093,114.1876042,22.37585164,992094,114.1888991,22.37045258,ST,URBAN ROAD
992094-992096,992094,114.1887546,22.37033213,992096,114.1888991,22.37045258,ST,URBAN ROAD
992095-992097,992095,114.1888571,22.37050217,992097,114.1887245,22.37037021,ST,MAJOR ROUTE
992096-991033,992096,114.1887546,22.37033213,991033,114.1885887,22.37024117,ST,URBAN ROAD
992097-991033,992097,114.1887245,22.37037021,991033,114.1885887,22.37024117,ST,MAJOR ROUTE
992098-992099,992098,114.1884384,22.37012699,992099,114.1862142,22.36709113,ST,MAJOR ROUTE
992099-992100,992099,114.1860676,22.36697269,992100,114.1862142,22.36709113,ST,MAJOR ROUTE
992100-991034,992100,114.1859209,22.36685435,991034,114.1860676,22.36697269,ST,MAJOR ROUTE
992101-992102,992101,114.1857741,22.36673614,992102,114.1826692,22.36502718,ST,MAJOR ROUTE
992102-992103,992102,114.1826692,22.36502718,992103,114.1824968,22.36494416,ST,MAJOR ROUTE
992103-991035,992103,114.1824968,22.36494416,991035,114.1823254,22.36485923,ST,MAJOR ROUTE
992104-992085,992104,114.182219,22.36470844,992085,114.1806423,22.3660608,ST,URBAN ROAD
992105-992106,992105,114.1821547,22.36477319,992106,114.1803604,22.3637127,ST,MAJOR ROUTE
992106-992107,992106,114.1802167,22.36359144,992107,114.1803604,22.3637127,ST,MAJOR ROUTE
992107-991036,992107,114.1800825,22.36346092,991036,114.1802167,22.36359144,ST,MAJOR ROUTE
992108-993014,992108,114.1799563,22.36332369,993014,114.1778666,22.3617289,ST,MAJOR ROUTE
992109-992110,992109,114.1763198,22.36026332,992110,114.1761871,22.36013147,ST,MAJOR ROUTE
992110-991037,992110,114.1761871,22.36013147,991037,114.1760551,22.35999898,ST,MAJOR ROUTE
992111-992112,992111,114.1759231,22.35986657,992112,114.1735772,22.35833067,ST,MAJOR ROUTE
992112-992113,992112,114.1734272,22.35821607,992113,114.1735772,22.35833067,ST,MAJOR ROUTE
992113-991038,992113,114.1733034,22.3580774,991038,114.1734272,22.35821607,ST,MAJOR ROUTE
992114-993015,992114,114.173205,22.35792235,993015,114.1732457,22.35681683,ST,MAJOR ROUTE
992115-993016,992115,114.1814601,22.3464445,993016,114.1814424,22.34648849,ST,MAJOR ROUTE
992116-991039,992116,114.1815178,22.34613625,991039,114.1814999,22.34631576,ST,MAJOR ROUTE
992117-992118,992117,114.1784439,22.37705619,992118,114.1782611,22.37699532,ST,MAJOR ROUTE
992118-991040,992118,114.1782611,22.37699532,991040,114.1780783,22.37693444,ST,MAJOR ROUTE
992119-992120,992119,114.1778944,22.3768762,992120,114.1750142,22.37248188,ST,MAJOR ROUTE
992120-992121,992120,114.1750142,22.37248188,992121,114.174948,22.37231209,ST,MAJOR ROUTE
992121-991041,992121,114.174948,22.37231209,991041,114.1748788,22.37214336,ST,MAJOR ROUTE
992122-993013,992122,114.1748073,22.37197545,993013,114.1716674,22.36741214,ST,MAJOR ROUTE
992123-992124,992123,114.1715615,22.36733106,992124,114.1714132,22.36721447,ST,MAJOR ROUTE
992124-991042,992124,114.1714132,22.36721447,991042,114.1712649,22.36709788,ST,MAJOR ROUTE
992125-993017,992125,114.171112,22.36698651,993017,114.1628353,22.35793567,ST,MAJOR ROUTE
992126-992127,992126,114.1449638,22.34400628,992127,114.1448243,22.34388067,ST,MAJOR ROUTE
992127-991043,992127,114.1448243,22.34388067,991043,114.1446878,22.34375229,ST,MAJOR ROUTE
992128-992129,992128,114.1772394,22.37993958,992129,114.1771016,22.38006685,ST,MAJOR ROUTE
992129-991044,992129,114.1771016,22.38006685,991044,114.1769638,22.38019411,ST,MAJOR ROUTE
992130-992131,992130,114.1768257,22.38032106,992131,114.1690584,22.38127727,ST,MAJOR ROUTE
992131-992132,992131,114.1690584,22.38127727,992132,114.1688709,22.38123006,ST,MAJOR ROUTE
992132-991045,992132,114.1688709,22.38123006,991045,114.1686828,22.38118513,ST,MAJOR ROUTE
992133-992134,992133,114.1684941,22.38114249,992134,114.1675152,22.38090664,ST,MAJOR ROUTE
992134-992135,992134,114.1675152,22.38090664,992135,114.1673269,22.38086254,ST,MAJOR ROUTE
992135-991046,992135,114.1673269,22.38086254,991046,114.1671387,22.38081782,ST,MAJOR ROUTE
992136-993019,992136,114.1669507,22.38077262,993019,114.1658233,22.38049448,ST,MAJOR ROUTE
992137-992138,992137,114.1394739,22.38037877,992138,114.1393342,22.38050421,ST,MAJOR ROUTE
992138-991047,992138,114.1393342,22.38050421,991047,114.1391945,22.38062966,ST,MAJOR ROUTE
992139-993021,992139,114.0536688,22.46393044,993021,114.050158,22.45437967,TM,MAJOR ROUTE
992140-992142,992140,114.0498773,22.45394482,992142,114.0499816,22.4540972,TM,MAJOR ROUTE
992141-992143,992141,114.0498018,22.45399384,992143,114.0499283,22.45413089,TM,MAJOR ROUTE
992142-991049,992142,114.0497748,22.45379138,991049,114.0498773,22.45394482,TM,MAJOR ROUTE
992143-991050,992143,114.0496901,22.45384607,991050,114.0498018,22.45399384,TM,MAJOR ROUTE
992144-992164,992144,114.0496805,22.45363347,992164,114.0480223,22.44914707,TM,MAJOR ROUTE
992145-992146,992145,114.0495816,22.45369627,992146,114.0492293,22.44671427,TM,MAJOR ROUTE
992146-992147,992146,114.0492293,22.44671427,992147,114.0492967,22.44654487,TM,MAJOR ROUTE
992147-991051,992147,114.0492967,22.44654487,991051,114.0493641,22.44637546,TM,MAJOR ROUTE
992148-992149,992148,114.0494324,22.44620641,992149,114.0542771,22.4404454,TM,MAJOR ROUTE
992149-992150,992149,114.0542771,22.4404454,992150,114.0544254,22.44032871,TM,MAJOR ROUTE
992150-991052,992150,114.0544254,22.44032871,991052,114.0545739,22.44021229,TM,MAJOR ROUTE
992151-992152,992151,114.0547248,22.44009847,992152,114.0598832,22.43609165,TM,MAJOR ROUTE
992152-992153,992152,114.0600119,22.43595638,992153,114.0598832,22.43609165,TM,MAJOR ROUTE
992153-991053,992153,114.0601422,22.43582243,991053,114.0600119,22.43595638,TM,MAJOR ROUTE
992154-992155,992154,114.0602688,22.4356854,992155,114.0643038,22.42352746,TM,MAJOR ROUTE
992155-992156,992155,114.0643106,22.42334696,992156,114.0643038,22.42352746,TM,MAJOR ROUTE
992156-991054,992156,114.0643124,22.42316637,991054,114.0643106,22.42334696,TM,MAJOR ROUTE
992157-992158,992157,114.0643107,22.42298577,992158,114.0625355,22.41341839,TM,MAJOR ROUTE
992158-992159,992158,114.0624502,22.41325611,992159,114.0625355,22.41341839,TM,MAJOR ROUTE
992159-991055,992159,114.0623602,22.41309605,991055,114.0624502,22.41325611,TM,MAJOR ROUTE
992160-993022,992160,114.062266,22.4129381,993022,114.0600264,22.40828553,TM,MAJOR ROUTE
992161-992162,992161,114.0690328,22.37444044,992162,114.0688772,22.37454856,TM,MAJOR ROUTE
992162-991056,992162,114.0691873,22.37433101,991056,114.0690328,22.37444044,TM,MAJOR ROUTE
992163-993024,992163,114.0693415,22.37422121,993024,114.0739522,22.371308,TM,MAJOR ROUTE
992164-992165,992164,114.0480223,22.44914707,992165,114.0478563,22.44905341,TM,MAJOR ROUTE
992165-991057,992165,114.0478563,22.44905341,991057,114.047681,22.44897626,TM,MAJOR ROUTE
992166-992167,992166,114.0475,22.44891087,992167,114.0401759,22.44670444,TM,MAJOR ROUTE
992167-992168,992167,114.0401759,22.44670444,992168,114.040073,22.44655139,TM,MAJOR ROUTE
992168-991058,992168,114.040073,22.44655139,991058,114.0399835,22.44639108,TM,MAJOR ROUTE
992169-992170,992169,114.0399008,22.44622771,992170,114.0361058,22.4365223,TM,MAJOR ROUTE
992170-992171,992170,114.0359635,22.43639936,992171,114.0361058,22.4365223,TM,MAJOR ROUTE
992171-991059,992171,114.0358198,22.43627772,991059,114.0359635,22.43639936,TM,MAJOR ROUTE
992172-992173,992172,114.0356762,22.43615609,992173,114.0280378,22.43424817,TM,MAJOR ROUTE
992173-992174,992173,114.0280378,22.43424817,992174,114.0278471,22.43428268,TM,MAJOR ROUTE
992174-991060,992174,114.0278471,22.43428268,991060,114.027656,22.43431535,TM,MAJOR ROUTE
992175-992176,992175,114.027465,22.43434839,992176,114.0168528,22.43700289,TM,MAJOR ROUTE
992176-992177,992176,114.0168528,22.43700289,992177,114.0166808,22.43708695,TM,MAJOR ROUTE
992177-991061,992177,114.0166808,22.43708695,991061,114.0165089,22.43717102,TM,MAJOR ROUTE
992178-992179,992178,114.0163326,22.43724696,992179,114.0083999,22.4369136,TM,MAJOR ROUTE
992179-992180,992179,114.0083999,22.4369136,992180,114.008216,22.43685553,TM,MAJOR ROUTE
992180-991062,992180,114.008216,22.43685553,991062,114.0080321,22.43679731,TM,MAJOR ROUTE
992181-992182,992181,114.0078481,22.43673911,992182,114.0024648,22.43148169,TM,MAJOR ROUTE
992182-992183,992182,114.0024648,22.43148169,992183,114.0024033,22.43131037,TM,MAJOR ROUTE
992183-991063,992183,114.0024033,22.43131037,991063,114.00234,22.43113963,TM,MAJOR ROUTE
992184-992185,992184,114.0022766,22.4309689,992185,113.9957406,22.42346847,TM,MAJOR ROUTE
992185-992186,992185,113.9957406,22.42346847,992186,113.9955829,22.42336297,TM,MAJOR ROUTE
992186-991064,992186,113.9955829,22.42336297,991064,113.9954279,22.42325416,TM,MAJOR ROUTE
992187-992188,992187,113.9952742,22.42314374,992188,113.9870877,22.41554724,TM,MAJOR ROUTE
992188-992189,992188,113.9870877,22.41554724,992189,113.9868965,22.41551536,TM,MAJOR ROUTE
992189-991065,992189,113.9868965,22.41551536,991065,113.9867043,22.41548893,TM,MAJOR ROUTE
992190-992191,992190,113.9865117,22.41546602,992191,113.9798508,22.41266845,TM,MAJOR ROUTE
992191-992192,992191,113.9798508,22.41266845,992192,113.9798,22.41249413,TM,MAJOR ROUTE
992192-991066,992192,113.9798,22.41249413,991066,113.9797495,22.41231973,TM,MAJOR ROUTE
992193-992194,992193,113.9796983,22.41214551,992194,113.977299,22.40143064,TM,MAJOR ROUTE
992194-992195,992194,113.977299,22.40143064,992195,113.9772625,22.40125326,TM,MAJOR ROUTE
992195-991067,992195,113.9772625,22.40125326,991067,113.9772265,22.4010758,TM,MAJOR ROUTE
992196-993025,992196,113.9771902,22.40089839,993025,113.9764403,22.39687886,TM,MAJOR ROUTE
992197-992198,992197,113.9766149,22.39505127,992198,113.9765708,22.39522715,TM,MAJOR ROUTE
992198-991068,992198,113.9766645,22.39487664,991068,113.9766149,22.39505127,TM,MAJOR ROUTE
992199-992200,992199,113.9767139,22.39470195,992200,113.9778504,22.39069433,TM,MAJOR ROUTE
992200-992201,992200,113.9778987,22.39051939,992201,113.9778504,22.39069433,TM,MAJOR ROUTE
992201-991069,992201,113.977947,22.39034446,991069,113.9778987,22.39051939,TM,MAJOR ROUTE
992202-992203,992202,113.9779961,22.39016971,992203,113.9811963,22.3825443,TM,MAJOR ROUTE
992203-992204,992203,113.9813235,22.38240784,992204,113.9811963,22.3825443,TM,MAJOR ROUTE
992204-991070,992204,113.9814529,22.38227314,991070,113.9813235,22.38240784,TM,MAJOR ROUTE
992205-992206,992205,113.9815812,22.38213759,992206,113.9906973,22.37519586,TM,MAJOR ROUTE
992206-992207,992206,113.9908857,22.37523969,992207,113.9906973,22.37519586,TM,MAJOR ROUTE
992207-991071,992207,113.9910721,22.37529018,991071,113.9908857,22.37523969,TM,MAJOR ROUTE
992208-992209,992208,113.9912575,22.37534373,992209,113.9980509,22.37313943,TM,MAJOR ROUTE
992209-992210,992209,113.9981413,22.37298422,992210,113.9980509,22.37313943,TM,MAJOR ROUTE
992210-991072,992210,113.9982365,22.37282681,991072,113.9981413,22.37298422,TM,MAJOR ROUTE
992211-992212,992211,113.9983275,22.37266728,992212,114.0064124,22.3674591,TM,MAJOR ROUTE
992212-992213,992212,114.0066038,22.3674287,992213,114.0064124,22.3674591,TM,MAJOR ROUTE
992213-991073,992213,114.0067925,22.36738641,991073,114.0066038,22.3674287,TM,MAJOR ROUTE
992214-992215,992214,114.0069778,22.36733228,992215,114.0140845,22.36458558,TM,MAJOR ROUTE
992215-992216,992215,114.0140845,22.36458558,992216,114.0141843,22.36443064,TM,MAJOR ROUTE
992216-991074,992216,114.0141843,22.36443064,991074,114.0142833,22.36427528,TM,MAJOR ROUTE
992217-992218,992217,114.0143811,22.36411922,992218,114.0188901,22.35870554,TM,MAJOR ROUTE
992218-992219,992218,114.0188901,22.35870554,992219,114.0190133,22.35856598,TM,MAJOR ROUTE
992219-991075,992219,114.0190133,22.35856598,991075,114.0191393,22.35842855,TM,MAJOR ROUTE
992220-992221,992220,114.0192802,22.35830428,992221,114.0268741,22.35600115,TM,MAJOR ROUTE
992221-992222,992221,114.0268741,22.35600115,992222,114.0270681,22.35601004,TM,MAJOR ROUTE
992222-991076,992222,114.0270681,22.35601004,991076,114.0272616,22.35602485,TM,MAJOR ROUTE
992223-992224,992223,114.027455,22.35604123,992224,114.0383852,22.36206839,TM,MAJOR ROUTE
992224-992225,992224,114.0385463,22.3621692,992225,114.0383852,22.36206839,TM,MAJOR ROUTE
992225-991077,992225,114.0387074,22.36227001,991077,114.0385463,22.3621692,TM,MAJOR ROUTE
992226-992227,992226,114.0388685,22.36237095,992227,114.0535243,22.36674409,TM,MAJOR ROUTE
992227-992228,992227,114.0535243,22.36674409,992228,114.0537071,22.3668052,TM,MAJOR ROUTE
992228-991078,992228,114.0537071,22.3668052,991078,114.0538921,22.3668599,TM,MAJOR ROUTE
992229-992230,992229,114.0540785,22.36691031,992230,114.0655762,22.36679318,TM,MAJOR ROUTE
992230-992231,992230,114.0655762,22.36679318,992231,114.0657395,22.3666955,TM,MAJOR ROUTE
992231-991079,992231,114.0657395,22.3666955,991079,114.065906,22.36660295,TM,MAJOR ROUTE
992232-992233,992232,114.0660793,22.36652146,992233,114.0749301,22.37168394,TM,MAJOR ROUTE
992233-992234,992233,114.075121,22.37171696,992234,114.0749301,22.37168394,TM,MAJOR ROUTE
992234-991080,992234,114.0753143,22.3717321,991080,114.075121,22.37171696,TM,MAJOR ROUTE
992235-992236,992235,114.0755082,22.37172727,992236,114.0846975,22.36982136,TM,MAJOR ROUTE
992236-992237,992236,114.0846975,22.36982136,992237,114.0848825,22.3697666,TM,MAJOR ROUTE
992237-991081,992237,114.0848825,22.3697666,991081,114.0850678,22.3697126,TM,MAJOR ROUTE
992238-992239,992238,114.0852531,22.3696586,992239,114.0935942,22.37052183,TM,MAJOR ROUTE
992239-992240,992239,114.0937452,22.37040822,992240,114.0935942,22.37052183,TM,MAJOR ROUTE
992240-991082,992240,114.0938936,22.37029178,991082,114.0937452,22.37040822,TM,MAJOR ROUTE
992241-993026,992241,114.0940424,22.37017572,993026,114.098851,22.37283301,TM,MAJOR ROUTE
992242-992243,992242,114.106853,22.37227818,992243,114.1069894,22.37214965,TM,MAJOR ROUTE
992243-991083,992243,114.1069894,22.37214965,991083,114.1071258,22.37202113,TM,MAJOR ROUTE
992244-992245,992244,113.9780586,22.39405293,992245,113.9781357,22.39388723,TM,URBAN ROAD
992245-991084,992245,113.9781357,22.39388723,991084,113.9782163,22.39372292,TM,URBAN ROAD
992246-992247,992246,113.9782995,22.3935597,992247,113.9810688,22.38570706,TM,URBAN ROAD
992247-991085,992247,113.9810688,22.38570706,991085,113.9810574,22.38552683,TM,URBAN ROAD
992248-992249,992248,113.9810318,22.3853478,992249,113.9809952,22.38517051,TM,URBAN ROAD
992249-992250,992249,113.9809952,22.38517051,992250,113.9821264,22.37814454,TM,URBAN ROAD
992250-992251,992250,113.9823161,22.378106,992251,113.9821264,22.37814454,TM,URBAN ROAD
992251-991086,992251,113.9825075,22.37807579,991086,113.9823161,22.378106,TM,URBAN ROAD
992252-992253,992252,113.9827004,22.37805429,992253,113.992649,22.37325839,TM,URBAN ROAD
992253-991087,992253,113.9927762,22.37312216,991087,113.992649,22.37325839,TM,URBAN ROAD
992254-992255,992254,113.992885,22.37297256,992255,113.9929883,22.37281965,TM,URBAN ROAD
992255-992256,992255,113.9929883,22.37281965,992256,114.0000419,22.36789174,TM,URBAN ROAD
992256-992257,992256,114.0000419,22.36789174,992257,114.0002141,22.36780824,TM,URBAN ROAD
992257-991088,992257,114.0002141,22.36780824,991088,114.0003838,22.36772056,TM,URBAN ROAD
992258-992259,992258,114.0005483,22.36762474,992259,114.0095568,22.36643353,TM,URBAN ROAD
992259-992260,992259,114.0095568,22.36643353,992260,114.00975,22.36641529,TM,URBAN ROAD
992260-991089,992260,114.00975,22.36641529,991089,114.009943,22.36639563,TM,URBAN ROAD
992261-992262,992261,114.0101361,22.36637637,992262,114.0197232,22.35703793,TM,URBAN ROAD
992262-992263,992262,114.0198992,22.35696192,992263,114.0197232,22.35703793,TM,URBAN ROAD
992263-991090,992263,114.0200768,22.35688913,991090,114.0198992,22.35696192,TM,URBAN ROAD
992264-992265,992264,114.0202571,22.35682198,992265,114.0319432,22.35624969,TM,URBAN ROAD
992265-992266,992265,114.0319432,22.35624969,992266,114.0321268,22.35630846,TM,URBAN ROAD
992266-991091,992266,114.0321268,22.35630846,991091,114.0323092,22.35637032,TM,URBAN ROAD
