Link ID,Start Node ,Start Node Eastings,Start Node Northings,End Node,End Node Eastings,End Node Northings,Region,Road Type
992267-992268,992267,114.0324905,22.35643513,992268,114.0417807,22.36051199,TM,URBAN ROAD
992268-992269,992268,114.0417807,22.36051199,992269,114.041956,22.36058955,TM,URBAN ROAD
992269-991092,992269,114.041956,22.36058955,991092,114.0421317,22.36066654,TM,URBAN ROAD
992270-992271,992270,114.0423087,22.36074067,992271,114.057133,22.36561132,TM,URBAN ROAD
992271-992272,992271,114.057133,22.36561132,992272,114.0573078,22.3656899,TM,URBAN ROAD
992272-991093,992272,114.0573078,22.3656899,991093,114.0574785,22.3657758,TM,URBAN ROAD
992273-992274,992273,114.0576469,22.36586573,992274,114.0599532,22.36764197,TM,URBAN ROAD
992274-992275,992274,114.0599532,22.36764197,992275,114.0601318,22.36771172,TM,URBAN ROAD
992275-991094,992275,114.0601318,22.36771172,991094,114.0603218,22.36774886,TM,URBAN ROAD
992276-992277,992276,114.0605141,22.36777381,992277,114.0692964,22.36436927,TM,URBAN ROAD
992277-992278,992277,114.0692964,22.36436927,992278,114.0694429,22.36448784,TM,URBAN ROAD
992278-991095,992278,114.0694429,22.36448784,991095,114.0695897,22.36460609,TM,URBAN ROAD
992279-992280,992279,114.0697381,22.36472253,992280,114.0797134,22.37051112,TM,URBAN ROAD
992280-992281,992280,114.0797134,22.37051112,992281,114.0799014,22.37055642,TM,URBAN ROAD
992281-991096,992281,114.0799014,22.37055642,991096,114.0800936,22.37058133,TM,URBAN ROAD
992282-992283,992282,114.0802874,22.37058703,992283,114.0897249,22.36756281,TM,URBAN ROAD
992283-992284,992283,114.0899188,22.36755386,992284,114.0897249,22.36756281,TM,URBAN ROAD
992284-991097,992284,114.0901128,22.36754504,991097,114.0899188,22.36755386,TM,URBAN ROAD
992285-992286,992285,114.0903068,22.36753738,992286,114.0992961,22.36902324,TM,URBAN ROAD
992286-992287,992286,114.0994515,22.36913149,992287,114.0992961,22.36902324,TM,URBAN ROAD
992287-991098,992287,114.0996027,22.36924489,991098,114.0994515,22.36913149,TM,URBAN ROAD
993001-992008,993001,114.212748,22.41303175,992008,114.2098235,22.40625038,ST,MAJOR ROUTE
993001-992014,993001,114.212748,22.41303175,992014,114.2135263,22.40973341,ST,MAJOR ROUTE
993002-992032,993002,114.2111611,22.38661594,992032,114.2102785,22.38028716,ST,MAJOR ROUTE
993002-992076,993002,114.2111611,22.38661594,992076,114.2077536,22.38055852,ST,MAJOR ROUTE
993003-993004,993003,114.2132295,22.37612419,993004,114.204554,22.3415678,ST,MAJOR ROUTE
993004-992038,993004,114.204554,22.3415678,992038,114.2039517,22.34058701,ST,MAJOR ROUTE
993005-992049,993005,114.199274,22.39388654,992049,114.1933793,22.38889769,ST,MAJOR ROUTE
993005-992058,993005,114.199274,22.39388654,992058,114.1987714,22.39190026,ST,MAJOR ROUTE
993006-992055,993006,114.1880497,22.382715,992055,114.186745,22.3810312,ST,MAJOR ROUTE
993007-992128,993007,114.1862924,22.38029243,992128,114.1772394,22.37993958,ST,MAJOR ROUTE
993007-993008,993007,114.1862924,22.38029243,993008,114.1861817,22.38002071,ST,MAJOR ROUTE
993008-992091,993008,114.1861817,22.38002071,992091,114.1872578,22.37628712,ST,URBAN ROAD
993008-992117,993008,114.1861817,22.38002071,992117,114.1784439,22.37705619,ST,MAJOR ROUTE
993009-992073,993009,114.1919968,22.3826647,992073,114.1906894,22.38378151,ST,MAJOR ROUTE
993010-992079,993010,114.203674,22.37800569,992079,114.2032443,22.37779201,ST,URBAN ROAD
993010-992080,993010,114.203674,22.37800569,992080,114.2032194,22.37785431,ST,MAJOR ROUTE
993011-992067,993011,114.1970139,22.37487685,992067,114.1945937,22.3741256,ST,MAJOR ROUTE
993012-992088,993012,114.1787824,22.37110476,992088,114.1765709,22.36992788,ST,URBAN ROAD
993013-992123,993013,114.1716674,22.36741214,992123,114.1715615,22.36733106,ST,MAJOR ROUTE
993014-992109,993014,114.1778666,22.3617289,992109,114.1763198,22.36026332,ST,MAJOR ROUTE
993015-992115,993015,114.1732457,22.35681683,992115,114.1814424,22.34648849,ST,MAJOR ROUTE
993016-992116,993016,114.1814601,22.3464445,992116,114.1814999,22.34631576,ST,MAJOR ROUTE
993017-993018,993017,114.1628353,22.35793567,993018,114.1476516,22.34630852,ST,MAJOR ROUTE
993018-992126,993018,114.1476516,22.34630852,992126,114.1449638,22.34400628,ST,MAJOR ROUTE
993019-993020,993019,114.1658233,22.38049448,993020,114.1410279,22.37886362,ST,MAJOR ROUTE
993020-992137,993020,114.1410279,22.37886362,992137,114.1394739,22.38037877,ST,MAJOR ROUTE
993021-992140,993021,114.050158,22.45437967,992140,114.0499816,22.4540972,TM,MAJOR ROUTE
993021-992141,993021,114.0499283,22.45413089,992141,114.050158,22.45437967,TM,MAJOR ROUTE
993022-993023,993022,114.0600264,22.40828553,993023,114.067393,22.37559834,TM,MAJOR ROUTE
993023-992161,993023,114.067393,22.37559834,992161,114.0688772,22.37454856,TM,MAJOR ROUTE
993025-992197,993025,113.9764403,22.39687886,992197,113.9765708,22.39522715,TM,MAJOR ROUTE
993025-992244,993025,113.9764403,22.39687886,992244,113.9780586,22.39405293,TM,URBAN ROAD
993026-992242,993026,114.098851,22.37283301,992242,114.106853,22.37227818,TM,MAJOR ROUTE
